,chroma_stft_mean,rms_mean,spectral_bandwidth_mean,spectral_centroid_mean,spectral_rolloff_mean,zero_crossing_rate_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,result
24,0.5479932,0.052518878,1630.1570088076676,1182.0989594797818,2218.876953125,0.04857855902777778,-365.6916,154.35574,4.9795685,25.621513,5.1932635,9.044338,-5.2820444,4.8066435,-9.610838,4.0731025,-4.8998213,2.9185448,-2.0158775,-6.383012,1.830754,2.5842304,1.951427,3.9688225,-0.7135748,1.493381,0
25,0.47469926,0.01689783,1782.6969880612673,2003.8470725648465,3860.523322610294,0.12746438419117648,-501.12228,105.34584,-46.276722,19.559835,-2.1079342,32.521305,-7.9437027,20.54203,-10.451283,-4.99138,0.4668951,-10.242606,-1.1090735,-5.4972205,14.259314,-10.86044,4.12094,0.31995878,1.4258581,4.653658,0
26,0.53015494,0.056002427,1654.5393077152248,1233.545660700121,2329.4140625,0.051529947916666666,-350.94232,153.63551,2.933278,25.172722,5.6928363,8.633251,-6.892487,3.438348,-9.357266,2.5070524,-9.001802,2.90094,-0.5874285,-6.445046,1.3261477,0.63940763,1.2364199,3.9490364,-1.8774686,0.9022995,0
27,0.44498068,0.027875138,1708.2361599200233,1461.454526577133,2775.5165501644738,0.0741930509868421,-486.96115,141.96706,20.11332,49.595673,-31.133142,28.871801,4.7445164,8.562386,-14.445761,-6.542677,-29.03087,-23.550457,-4.398985,1.6814783,6.7148156,-23.528923,15.54091,-6.502409,-1.3731272,11.1092415,0
28,0.50031936,0.062031295,1575.6082028307435,1166.1154590712458,2146.8603515625,0.04798177083333333,-349.98312,158.324,2.5334296,29.21658,6.28714,7.1618214,-7.008549,3.7784967,-11.605947,-0.10726506,-10.210638,-1.2737012,-2.771393,-6.493186,-0.19157584,0.6719537,-0.7638935,5.0191317,-0.55165666,3.4020495,0
29,0.43574518,0.035031643,1526.1093920467436,1363.7823725529795,2517.1181126644738,0.07631321957236842,-453.91803,153.42622,-1.0251232,46.971672,-18.49952,28.698023,-2.5085154,8.531169,-15.302209,-16.75733,-25.61048,-26.615156,-1.2640301,1.4993799,1.4760207,-14.072625,7.3902507,-12.974055,4.6447487,12.548083,0
30,0.43594232,0.03503166,1524.7773018083367,1363.9219722708954,2518.2514391447367,0.07651881167763158,-453.8784,153.40567,-1.0589137,46.983406,-18.503586,28.696558,-2.513377,8.534355,-15.303883,-16.760368,-25.608353,-26.618256,-1.278921,1.506233,1.5127392,-14.110518,7.352492,-12.970413,4.6447186,12.558558,0
31,0.42194834,0.017838588,1815.8286048157315,2059.178741613725,4037.33203125,0.13800130208333333,-507.01526,103.4119,-35.613827,22.065191,-11.294261,29.95735,-7.925574,15.575151,-14.583537,-12.91558,1.0328932,-11.295362,5.910562,-1.3516445,6.5185075,-5.8615236,6.0299215,0.6623074,-2.734735,1.3985898,0
32,0.4218934,0.01783863,1816.4353743185138,2059.8251048996412,4040.77734375,0.13787760416666667,-507.0186,103.385086,-35.600315,22.088575,-11.32612,29.951965,-7.905534,15.601769,-14.551988,-12.895138,1.0396153,-11.288422,5.9200273,-1.3421358,6.5110574,-5.8444486,6.063981,0.6449297,-2.7603087,1.397829,0
33,0.41980606,0.024994796,1581.807280434145,1737.8529039613447,3096.474609375,0.12117745535714286,-462.99725,121.07732,-30.77206,29.49185,-15.995856,22.116997,-0.48572335,7.5869827,-18.12715,-2.8244214,0.90976685,-10.791907,-0.9104852,-3.1403153,3.9145582,-13.222784,9.6891985,-4.1497483,-5.562487,3.5720816,0
34,0.41974196,0.02499473,1581.0620283295232,1737.590718557053,3097.3974609375,0.12127511160714285,-462.9864,121.06663,-30.780563,29.49787,-15.999588,22.105469,-0.49321115,7.5623665,-18.153683,-2.8030758,0.9005003,-10.77746,-0.8729961,-3.1412263,3.9173357,-13.250733,9.6868925,-4.1334968,-5.5611544,3.5746195,0
35,0.42187104,0.034340344,1602.879573547797,1431.0318798846072,2790.9423828125,0.0817599826388889,-454.15405,149.45892,6.87858,38.293064,-19.998741,24.761343,4.726919,9.33288,-23.373085,-8.5174885,-23.314283,-29.466757,-5.8577037,1.9498994,7.5468326,-21.739693,16.48326,-0.91076076,-6.9144764,4.081507,0
36,0.4218738,0.034340248,1603.8161484595087,1431.3297323102333,2789.14794921875,0.0817599826388889,-454.1105,149.46022,6.877837,38.30742,-19.994371,24.747862,4.710405,9.357005,-23.39405,-8.536147,-23.31936,-29.460476,-5.8536205,1.9436836,7.564909,-21.729715,16.471718,-0.9355948,-6.9020824,4.0978503,0
37,0.5631563,0.020927401,1823.8501742308958,1335.1109488957284,2734.4827403192935,0.0504150390625,-440.41507,140.56366,-1.4955765,26.71594,5.188536,6.7030687,3.0078018,3.8563588,-9.4843,7.7551303,-1.2095916,4.607674,1.2105653,3.0282497,2.3606684,4.129918,-0.08248997,5.114079,-0.79087526,0.40243065,1
38,0.430512,0.089161195,1565.4325048794037,1482.1280253562816,2842.3828125,0.08048890128968254,-374.25558,123.620575,-16.366655,23.127512,-3.925477,19.09727,-4.2906976,7.020378,-11.082102,-7.469426,-10.174577,-11.275226,3.869503,-10.3140135,0.7523011,-1.4964184,-4.382461,-10.230408,5.168259,-0.45362633,1
39,0.47898582,0.05841717,2003.8351571561104,1484.1831577952526,3085.6282552083335,0.056450737847222224,-374.4572,128.0092,13.407002,20.152145,6.7290244,3.3869889,2.9095125,5.5868645,-12.861078,7.1400013,-2.2174466,5.922268,0.8695091,6.000513,2.207858,3.0517101,-0.6541501,3.5513515,-1.0350939,1.8377901,1
40,0.37117752,0.0790457,1153.4591214322481,897.530773742151,1772.6892807904412,0.038531135110294115,-405.66187,181.39075,-0.2981804,34.678032,12.836058,8.566268,4.034214,1.6882602,-31.707756,-14.221535,-4.915713,-25.294693,-12.541809,-2.902823,5.5442734,-12.781122,4.8150797,2.2210257,-6.9379807,-1.831339,1
41,0.37111396,0.07904556,1153.0305576795195,897.2587550684757,1771.4226217830883,0.03844496783088235,-405.6619,181.39688,-0.28461725,34.65936,12.820324,8.563644,4.0374584,1.6906273,-31.730515,-14.212858,-4.8960857,-25.289936,-12.556082,-2.9127533,5.536762,-12.78287,4.8215575,2.2148576,-6.930539,-1.8302888,1
42,0.41817853,0.07275598,1344.9863726835322,1204.093685718296,2313.896484375,0.06047712053571429,-394.831,164.0454,-10.164739,44.182568,0.7198445,20.640053,-0.17793648,-3.0009675,-36.776592,-10.865535,-5.549552,-28.825348,-2.169431,-6.3110676,6.8335814,-10.218854,3.5459492,0.42737612,-12.588251,-1.1170264,1
43,0.41826603,0.07275594,1345.063669813626,1204.1397897282288,2313.896484375,0.06040736607142857,-394.81464,164.02953,-10.182924,44.198193,0.7079409,20.651272,-0.17024398,-3.0007057,-36.760994,-10.882551,-5.550267,-28.826176,-2.1789532,-6.32937,6.853475,-10.221555,3.5192478,0.4665582,-12.593558,-1.1221086,1
44,0.40357882,0.07165874,1303.9839968897936,1210.75324319631,2208.419979319853,0.05975700827205882,-421.78714,160.7653,15.490195,50.87089,-2.7351358,14.79366,8.22275,-5.9963365,-32.793365,-11.485864,-10.878779,-25.377668,-9.011367,-2.8001049,5.550891,-14.732557,5.2017403,-0.75292397,-6.3492274,-2.3185132,1
45,0.4035787,0.071658894,1304.2914724760994,1211.1202395224045,2207.1533203125,0.05967084099264706,-421.79123,160.77666,15.476536,50.86844,-2.7331104,14.763737,8.2340555,-5.9882827,-32.789303,-11.48423,-10.890257,-25.37558,-9.013009,-2.8019292,5.560117,-14.730261,5.1832504,-0.7587842,-6.34105,-2.3232307,1
46,0.4261763,0.1036147,1230.8890024263594,987.5781033015988,1993.557837701613,0.042181199596774195,-365.1301,183.68967,-11.327908,38.62547,1.4992495,9.627112,4.229345,-2.2475536,-33.695576,-8.04411,-11.920953,-32.394775,-0.527736,-4.7906985,6.823445,-6.287441,5.2170076,1.616782,-10.86618,0.33553413,1
47,0.42611095,0.10361471,1230.357983114598,987.3777247330426,1992.8632182459678,0.04174017137096774,-365.14572,183.69695,-11.305705,38.62951,1.4749752,9.632953,4.250658,-2.2626445,-33.689034,-8.039278,-11.924914,-32.407017,-0.52376026,-4.781088,6.8085628,-6.2865605,5.2260594,1.6191992,-10.881437,0.32837266,1
48,0.45091587,0.07407384,1237.4799610870973,939.4451567050982,1833.584872159091,0.03863340435606061,-403.88934,164.13226,12.884831,45.99656,9.549759,20.591629,5.7959824,-4.8519363,-35.40148,-6.1228657,-4.136484,-28.493292,-7.673534,-6.36885,6.3776083,-3.6012726,3.9070864,1.0239693,-7.6612396,-7.4794455,1
49,0.4509265,0.074073955,1236.5779986046928,938.9538154283217,1832.2798295454545,0.03863340435606061,-403.88596,164.13657,12.89572,45.99469,9.520937,20.589537,5.818221,-4.861997,-35.40711,-6.1168656,-4.1388087,-28.491606,-7.6878867,-6.37764,6.386587,-3.579092,3.9244187,1.0110073,-7.6813345,-7.4882097,1
50,0.42879272,0.07836751,1162.9772295741914,936.3662837139848,1708.9533025568182,0.04184422348484849,-390.85706,190.13246,-10.8511715,32.593628,12.212851,14.034154,-1.6316023,2.5962303,-35.910057,-15.6129055,-3.7721944,-28.613796,-0.1984335,-1.6761024,3.0115917,-5.698013,2.415054,-0.109329686,-7.7650995,1.5402535,1
51,0.42894083,0.07836745,1162.2082031284708,936.215501861662,1709.6058238636363,0.041814630681818184,-390.83865,190.1367,-10.868884,32.590805,12.221114,14.029149,-1.6302857,2.5979948,-35.905598,-15.607266,-3.7921948,-28.607347,-0.18470654,-1.6799712,3.0089993,-5.706444,2.4215455,-0.1070656,-7.7751384,1.5264194,1
52,0.39665398,0.08443551,1215.7783172699485,1036.6672796473817,1932.1155894886363,0.049064867424242424,-382.78235,177.34982,-14.465591,36.685673,11.4387045,19.735826,1.1621146,-4.4233856,-39.132877,-7.5686865,-5.1971273,-35.58262,-2.347336,-5.9404683,7.4876695,-4.139632,-4.3822117,4.971383,-4.9438014,-5.641987,1
53,0.39668974,0.084435515,1215.0733293219712,1036.3336809730818,1930.1580255681818,0.049153645833333336,-382.79025,177.36469,-14.490158,36.678734,11.461505,19.719208,1.1687024,-4.4070916,-39.122543,-7.590352,-5.1990385,-35.577656,-2.3416996,-5.918178,7.4816337,-4.134653,-4.381015,4.971935,-4.9403973,-5.64604,1
54,0.42580283,0.082408704,1239.5420371924417,1085.1237755131601,1950.3861860795455,0.05365175189393939,-381.38403,183.50922,-5.5797567,35.699364,-3.402154,18.297188,5.27827,-3.3495414,-38.428547,-7.139258,-8.822369,-33.56311,-4.934517,-4.918013,11.562805,-10.084038,2.8364277,1.2817961,-13.945051,-5.4229007,1
55,0.42580482,0.08240876,1238.7945217362355,1084.7593888247509,1947.1235795454545,0.05365175189393939,-381.405,183.51588,-5.5621996,35.688095,-3.4209976,18.30084,5.3040123,-3.3473134,-38.433804,-7.1381454,-8.835724,-33.568146,-4.9323688,-4.921481,11.583481,-10.084498,2.8172631,1.2879419,-13.939477,-5.4238944,1
56,0.41966298,0.08210317,1322.2513301965412,1186.9538026434532,2205.615234375,0.06019810267857143,-374.96127,173.26457,-11.067069,47.56844,-0.0035893577,15.45652,-4.793276,1.3177544,-34.968624,-6.8486047,-7.2817106,-36.226963,-1.2045108,-3.3496752,10.176185,-7.022698,-2.1650743,0.38492644,-7.6514153,-7.1766233,1
57,0.4196013,0.082103364,1321.907587680829,1186.7438359204043,2205.615234375,0.06019810267857143,-374.95853,173.2574,-11.0574465,47.586285,-0.029936709,15.438527,-4.7840137,1.323468,-34.962234,-6.8490777,-7.280553,-36.222878,-1.2228044,-3.3570597,10.197312,-7.015043,-2.1539502,0.38369548,-7.662303,-7.18069,1
58,0.3961422,0.0805936,1359.9282061841477,1101.7930237241778,2070.3541475183824,0.052935431985294115,-382.12668,165.14604,2.2632554,43.33394,0.45799732,26.617405,-1.9843442,-2.3206449,-33.7795,-14.95429,-6.890406,-33.30735,1.986824,-2.516436,3.7373333,1.9687864,-1.6411338,-3.4526024,-4.7158947,-9.644407,1
59,0.39617217,0.080593646,1360.3172134283393,1102.1402982673578,2075.420783547794,0.05264820772058824,-382.10754,165.13162,2.2459872,43.3438,0.46140602,26.623795,-1.976109,-2.312938,-33.766804,-14.966827,-6.914768,-33.302547,1.9749255,-2.4980679,3.7616873,1.9632528,-1.645253,-3.4685504,-4.7101927,-9.637226,1
60,0.4456665,0.10298551,1367.7847763283708,1155.5861153768549,2405.8460582386365,0.04987866950757576,-344.42603,168.2475,-18.4372,45.79647,-7.634762,14.049886,6.772104,7.4339595,-23.931307,-21.250175,-28.801146,-25.568617,12.519432,-13.867294,3.5646174,4.6669397,-8.260652,-9.646514,4.037519,-2.5536022,1
61,0.44560573,0.102985546,1367.8355758728887,1155.4177855314742,2405.8460582386365,0.04987866950757576,-344.4066,168.23758,-18.432196,45.791283,-7.6448355,14.061721,6.7675104,7.4392624,-23.934807,-21.237614,-28.811674,-25.570503,12.521054,-13.867811,3.5786963,4.6539607,-8.25988,-9.651383,4.036449,-2.557274,1
62,0.40963998,0.0835125,1174.7564960882175,952.9291536995249,1757.724609375,0.04288504464285714,-388.85596,185.92813,-4.5132947,38.18533,7.7153416,14.920187,0.3725446,0.84841514,-36.143562,-7.378093,-5.965028,-36.732094,-1.4624501,-6.426207,4.8375583,-1.7587652,-3.6290452,0.74140525,-6.583352,-8.121894,1
63,0.40962565,0.08351257,1173.5957069773317,951.9877448374037,1754.6484375,0.04291294642857143,-388.85345,185.90845,-4.5069857,38.201782,7.7314696,14.925537,0.34775144,0.8512909,-36.13266,-7.368543,-5.9747124,-36.72869,-1.4670533,-6.4264026,4.841421,-1.7676083,-3.6179829,0.72764367,-6.567047,-8.121488,1
64,0.40631926,0.09103973,1253.505748187198,1022.1704842437873,1971.826171875,0.049190848214285716,-375.4433,178.87807,-4.749824,37.110146,8.486387,20.068474,-2.8993366,2.4629207,-37.292328,-13.386288,-6.758735,-34.63553,3.2738154,-3.0371442,2.57758,0.53309375,-3.013055,-3.874561,-4.2633104,-10.500524,1
65,0.4063285,0.09103944,1254.0629259158075,1022.363658528157,1971.826171875,0.04926060267857143,-375.4379,178.85985,-4.7409186,37.120655,8.467329,20.07796,-2.8908353,2.4517443,-37.291355,-13.385073,-6.77505,-34.630276,3.2634878,-3.0315008,2.5880225,0.5258689,-3.002366,-3.8778033,-4.266194,-10.504993,1
66,0.39905652,0.088675454,1225.8540321583264,1062.6024326629035,1908.2217945772059,0.05379710477941176,-371.76865,177.13754,-8.5189295,40.511276,5.352186,18.605524,4.7923617,-2.8108723,-34.745758,-8.7499,-9.758758,-35.31585,-2.6852243,-0.040631127,8.544036,-8.737158,1.0236754,2.925297,-8.587282,-3.906763,1
67,0.3990539,0.088675484,1225.8199565234706,1062.7213798054281,1910.1217830882354,0.05398380055147059,-371.78046,177.15053,-8.50608,40.494556,5.3419266,18.60981,4.788957,-2.8168488,-34.737926,-8.745316,-9.742634,-35.32474,-2.7062716,-0.01590033,8.547508,-8.759217,1.0293523,2.929206,-8.587905,-3.8960903,1
68,0.40999657,0.083151065,1249.7661773507177,1073.068730747587,2009.765625,0.049967447916666664,-379.22833,177.78705,-0.9883342,42.560486,3.8487144,10.518594,0.6899275,2.2309854,-36.049057,-4.388188,-6.7297845,-34.746582,1.7200832,-5.017345,5.697815,-4.52198,-3.0872836,1.8636512,-4.8609223,-7.070192,1
69,0.41001692,0.0831511,1249.5427127267108,1073.1295258874557,2008.4605823863637,0.050056226325757576,-379.22964,177.7847,-0.9918294,42.56544,3.8520904,10.516052,0.69770277,2.2331088,-36.05633,-4.39382,-6.7293134,-34.740738,1.7203369,-5.0214434,5.6982937,-4.511465,-3.0801647,1.8562542,-4.867703,-7.063407,1
70,0.37744185,0.101165004,1274.7511038612004,1069.907792582413,1878.92578125,0.05457589285714286,-356.81094,182.77963,-10.440253,42.594383,-2.0216076,14.485417,-2.3461213,1.7147579,-37.104206,-8.236275,-7.443428,-37.639927,3.5781367,-5.265128,4.077785,-4.8454227,-1.7150818,2.221108,-5.9988556,-7.7466474,1
71,0.37745,0.10116498,1273.8915439626494,1069.3682882283858,1877.080078125,0.054408482142857144,-356.792,182.78323,-10.457869,42.588104,-2.0139704,14.484422,-2.3601658,1.7197629,-37.09704,-8.250534,-7.442436,-37.63389,3.576027,-5.2581224,4.0735974,-4.8456693,-1.7166061,2.2176614,-6.001641,-7.759069,1
72,0.38999435,0.081880905,1425.708149110401,1464.672473652686,2700.7421875,0.07894965277777778,-421.58035,153.32274,0.59151757,31.388742,-1.1656613,12.789428,-4.67893,4.0339227,-29.269299,-8.360281,-9.024038,-30.9658,2.89572,-5.531059,4.2620797,-1.2021405,2.3118682,0.4700094,-2.2603362,-0.5009591,1
73,0.39006078,0.081880994,1424.9140064187393,1464.335454740711,2699.306640625,0.07914496527777778,-421.56702,153.34448,0.5743789,31.351776,-1.1646471,12.804153,-4.6828184,4.0086064,-29.258307,-8.330673,-9.031777,-30.965305,2.9185572,-5.5098686,4.250708,-1.2274959,2.3179364,0.46208218,-2.2666159,-0.46344024,1
74,0.4317122,0.075852394,1213.3536768537604,1085.2952699384434,1981.6880170036766,0.05945542279411765,-414.26672,168.27379,18.927055,49.09378,-1.5769658,30.220688,-0.49658915,-13.562298,-17.183279,-10.271626,-18.896524,-26.825983,-2.3429644,-4.865054,0.56566375,-5.4219003,4.2841005,-4.1405926,-6.703264,-6.4065595,1
75,0.43162274,0.07585247,1213.8911160783284,1085.4981661139118,1981.6880170036766,0.05945542279411765,-414.27438,168.277,18.918806,49.104588,-1.5590748,30.194979,-0.49005005,-13.543005,-17.172228,-10.2873,-18.91275,-26.805304,-2.3576412,-4.864002,0.57512945,-5.4170256,4.292737,-4.1349697,-6.7035,-6.4350624,1
76,0.39279243,0.080936596,1240.7387424112715,1224.8503806304254,2290.6672297297296,0.06309385557432433,-381.45615,167.5258,-15.041113,41.266827,3.7128255,17.859886,2.5644588,-8.059032,-33.775856,-13.238254,-12.215768,-28.073952,-4.1472716,3.6794698,5.2436996,-16.084404,8.877761,-4.670649,-11.592529,3.694167,1
77,0.39278343,0.080936454,1241.3254720534533,1225.2779140223358,2290.6672297297296,0.06290910050675676,-381.46017,167.52892,-15.034496,41.25512,3.7008502,17.870441,2.5690453,-8.0708065,-33.77812,-13.230148,-12.211625,-28.069485,-4.1524096,3.678512,5.250119,-16.105606,8.875676,-4.6692734,-11.602632,3.7085052,1
