,chroma_stft_mean,rms_mean,spectral_bandwidth_mean,spectral_centroid_mean,spectral_rolloff_mean,zero_crossing_rate_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,result
198,0.4206581,0.03314474,1313.6886477710098,987.8501797706024,1940.2549342105262,0.03627415707236842,-487.1395,163.1583,1.6653364,47.271027,14.549213,13.483522,1.3310192,9.428329,-23.570028,-7.642563,-11.238533,-9.074505,-9.792629,-6.890834,15.155452,-22.05642,-6.0776176,-3.604703,4.231238,1.5843958,0
199,0.44165233,0.031560622,1290.3055166324539,931.6252899237483,1770.2559621710527,0.03595291940789474,-503.79755,152.0802,14.912931,51.355682,17.87757,13.39693,3.369167,10.408969,-23.294947,-10.07217,-14.52811,-13.557716,-13.224103,-9.839973,14.561582,-19.251694,-3.0943017,-1.1987944,1.164035,1.541158,0
200,0.44172445,0.03156061,1289.9457871315383,931.0299121764457,1767.4226459703948,0.03623560855263158,-503.80038,152.11514,14.893799,51.28867,17.90926,13.432098,3.3850079,10.401088,-23.334936,-10.087392,-14.518477,-13.532681,-13.249443,-9.870533,14.539678,-19.23038,-3.0492325,-1.2134182,1.1578944,1.535299,0
201,0.44732195,0.028030911,1340.7343654552692,983.1148120158166,1835.167236328125,0.03631591796875,-501.20688,152.2809,6.2298326,50.58706,19.748636,23.331009,5.708093,6.038993,-31.411976,-9.274623,-7.638199,-9.571465,-8.980566,-8.545786,17.204754,-19.139933,-10.502632,-7.029789,1.1090791,2.50836,0
202,0.4476163,0.028030757,1339.24091108448,981.9733589461233,1831.39892578125,0.03604736328125,-501.18927,152.2402,6.232432,50.589966,19.721516,23.368074,5.6996713,6.0279217,-31.431477,-9.272694,-7.6336985,-9.566071,-8.940164,-8.583414,17.191025,-19.126707,-10.510249,-6.9837165,1.1008093,2.4527607,0
203,0.45969564,0.033881556,1320.0042778931909,1056.259895030267,1962.9214638157894,0.04584703947368421,-475.766,160.22343,-0.5303515,48.236305,14.461867,21.918049,-5.841356,4.4081397,-28.781898,-6.9837985,-2.655832,-4.650285,-9.666003,-14.788537,15.703477,-24.721657,-6.9905515,-3.8659713,-5.13053,5.109755,0
204,0.4597068,0.033881556,1319.4477307622858,1056.1465070422905,1962.354800575658,0.04576994243421053,-475.79868,160.25218,-0.5215456,48.218918,14.4549885,21.911879,-5.8180885,4.389171,-28.779509,-6.978767,-2.6685379,-4.665132,-9.67895,-14.781518,15.720344,-24.71363,-6.9661217,-3.8752983,-5.1631074,5.1350894,0
205,0.44173163,0.03205349,1188.116687079037,938.9280178541691,1798.0224609375,0.033935546875,-500.31067,167.51657,-6.734296,45.32017,38.8738,17.526194,-3.6182764,12.771275,-30.952738,-17.09781,-11.280596,-13.750287,4.574976,-6.8557405,2.5610895,-11.761884,-5.834764,-5.540346,3.4646351,0.5399267,0
206,0.44161916,0.032053594,1186.5905377278987,937.3800168431652,1790.8447265625,0.03371853298611111,-500.35052,167.53664,-6.693625,45.34349,38.877228,17.473383,-3.602103,12.791051,-30.99442,-17.114355,-11.259089,-13.687594,4.6532574,-6.884109,2.4777956,-11.764387,-5.8534493,-5.538908,3.4930346,0.5296538,0
207,0.33844435,0.10634053,1754.4424034696258,1655.4415806001516,3517.3141479492188,0.0791015625,-376.01306,118.084206,14.98978,51.683903,-2.1074932,8.143141,20.386581,-14.789206,-23.6762,-26.8624,-53.04098,11.254547,1.1984131,-16.10773,13.013792,-0.09847021,-0.07797277,9.90532,-14.626264,-31.94626,0
208,0.33160937,0.1913843,1452.7087221111503,1190.2688519563578,2464.62890625,0.0484375,-327.13406,149.22836,10.793143,38.573837,-20.5205,-28.462444,20.649824,-3.9945164,-31.058039,-29.50474,-42.089462,6.3095226,-3.8981144,-24.463186,17.798935,-5.374385,-15.943269,7.5959787,-18.446604,-13.489427,0
209,0.336213,0.19989003,1416.1994073873702,1136.6207421744753,2348.3154296875,0.04348415798611111,-323.3764,149.7474,6.9631624,40.92247,-17.775797,-30.160444,22.453028,-0.49470896,-31.984127,-30.100456,-37.18237,2.7890177,-2.4924982,-21.407232,11.73695,0.28408045,-12.609325,-0.6307783,-11.723315,-13.758382,0
210,0.32030138,0.18195108,1549.176761991569,1299.2268360388373,2599.5361328125,0.05490451388888889,-339.12326,149.8277,14.400752,26.503374,-14.4120245,-28.651907,16.635498,3.272793,-35.572372,-34.76265,-48.340374,3.3306193,-0.021320157,-22.58948,16.406218,1.6940979,-13.936498,6.3407426,-12.334671,-17.899666,0
211,0.338479,0.19573435,1525.7556334324981,1239.5796158161984,2557.666015625,0.049981011284722224,-330.62213,152.34592,10.272458,28.665413,-13.125386,-30.648668,23.621477,2.333928,-39.128685,-34.676907,-43.130344,-0.09347774,-1.8807929,-17.489058,9.960178,6.4066014,-13.163116,1.096329,-6.302168,-19.861843,0
212,0.35294706,0.19016549,1435.68987694131,1209.51682916195,2574.755859375,0.04931640625,-326.4773,156.413,12.206419,28.644737,-19.232468,-29.214846,14.131597,5.302049,-31.656006,-32.253277,-48.91929,7.986933,2.1502612,-22.10375,13.904493,-2.8718812,-5.9357357,1.8261837,-15.29862,-15.282881,0
213,0.3463153,0.20405868,1408.5005152641015,1162.7205893947673,2384.033203125,0.04580078125,-319.8393,158.67148,11.106019,29.264088,-18.712088,-30.045763,19.173306,5.742477,-33.7389,-32.261883,-44.36493,6.993851,-2.394215,-17.901846,9.344539,2.719483,-3.9729283,-3.7897906,-9.253271,-16.542246,0
214,0.3537668,0.17533948,1415.812583956983,1215.767801003335,2338.3894636824325,0.05214051942567568,-337.60245,156.66696,21.80574,29.933647,-21.022943,-25.433525,16.027916,3.5316546,-27.713324,-28.908424,-48.77884,3.6305835,2.7426414,-21.068848,16.407768,0.7360874,-7.682285,3.5432553,-16.415808,-15.473382,0
215,0.34948173,0.18838948,1373.2963448397559,1175.823708469902,2257.494457347973,0.04893369932432432,-330.22433,158.89763,17.094425,31.091335,-21.301998,-27.375513,21.031197,5.2706404,-29.8709,-29.701752,-43.1419,1.4679269,-0.51214546,-17.596024,12.730202,3.8662834,-4.5794883,-2.2054653,-9.990649,-16.015106,0
216,0.36830702,0.17102288,1399.8509152875624,1300.1788880730198,2276.1177681587837,0.07022012246621621,-336.8072,159.71812,26.179817,23.09665,-17.187618,-18.970919,20.586317,1.9855214,-23.588852,-23.98979,-48.1778,2.5485902,0.8984392,-18.589695,15.065352,4.2033772,-8.953465,7.898883,-7.381958,-16.986761,0
217,0.366449,0.18471926,1376.1951661885776,1246.0513842018859,2187.0750633445946,0.06655141469594594,-329.93152,161.5356,24.40343,23.089289,-15.589129,-20.515924,23.522566,5.5993004,-30.371527,-24.327856,-41.726112,-0.13704039,-0.27907872,-16.87619,9.453663,7.6644287,-5.833523,3.094857,-3.788694,-17.043215,0
218,0.3787787,0.08220417,1941.8582896322994,1829.003928731917,3774.835759943182,0.076171875,-364.95413,114.7882,17.860031,57.51342,-6.414629,5.2632723,18.909084,-8.860406,-25.205881,-24.65755,-54.48489,9.903224,2.3788865,-14.280817,4.9601936,3.4124153,2.65126,7.120642,-16.40921,-23.232557,0
219,0.35725614,0.17269568,1569.2587057705618,1345.084331806464,2817.158203125,0.051981026785714285,-324.6807,147.45084,16.10556,29.55271,-5.1147294,-17.304949,13.503738,-8.597511,-30.377148,-6.9477415,-51.03613,-11.411365,-1.3136437,-22.497625,8.177037,14.519543,-8.819535,1.8470073,2.1945813,-18.980688,0
220,0.35245338,0.18448004,1505.5994276597885,1266.316667558109,2650.4296875,0.049079241071428574,-317.10226,147.18472,14.679852,32.75858,-6.4589186,-18.40508,14.138327,-6.1137624,-33.749767,-6.9444356,-45.024513,-18.141666,1.933473,-18.376675,2.3927143,12.638496,-2.0796273,-2.1708488,2.2628458,-16.46688,0
221,0.34891543,0.16963486,1590.9267413989244,1419.4217679107057,2956.201171875,0.05708705357142857,-323.54605,147.62393,14.605784,25.391693,-5.6044326,-11.393481,9.36624,-7.7293386,-19.006021,-12.722509,-57.687366,-5.490074,3.1949937,-16.865797,0.12579958,9.640603,-8.781413,-7.9680753,0.6349128,-10.331361,0
222,0.35265896,0.18085772,1553.2731396617373,1353.012652709545,2729.794921875,0.05714285714285714,-316.36667,148.7051,12.891428,27.351795,-5.431795,-16.501446,11.649178,-1.4545909,-25.081577,-14.189601,-48.04618,-12.2599535,3.2959979,-11.162638,-4.788426,8.79628,-4.606345,-10.876098,2.6774187,-10.288284,0
223,0.31263885,0.17757626,1602.4171518285686,1385.4168092489017,2801.4697265625,0.05458984375,-330.97296,138.94128,24.661463,33.55544,-17.397985,-23.547146,13.885755,0.23250194,-28.737717,-24.822247,-49.771194,4.5256586,-2.9723287,-24.7,13.386004,0.8182789,-11.990669,4.242921,-10.245073,-16.493876,0
224,0.30548972,0.19122,1577.8127912928987,1321.2497507275204,2638.355712890625,0.0520263671875,-322.7378,140.49931,21.564625,33.797356,-17.130733,-25.952702,17.815311,1.9732273,-32.66865,-25.017538,-45.00086,1.7206156,-6.3926835,-17.412025,4.3445616,4.629486,-7.209503,-1.0201336,-7.0587854,-15.541913,0
225,0.3425527,0.18520415,1564.986572473568,1353.6179048581384,2585.599365234375,0.05791015625,-324.24057,142.05069,25.268833,28.837336,-15.910934,-17.997635,12.749956,1.4279077,-29.384693,-22.55216,-52.636658,-0.39685345,4.618083,-19.748413,11.826365,-0.5602706,-4.2410345,0.116718985,-12.453859,-15.227551,0
226,0.34465107,0.19665986,1543.0445661959168,1301.6516124280984,2477.39501953125,0.05657958984375,-316.86563,144.62112,23.748516,29.389069,-15.937445,-20.425573,14.697664,3.3997586,-32.223885,-24.377136,-45.75338,-1.7638652,0.7866365,-11.666699,5.523919,1.0492502,0.32668322,-5.6500325,-9.828733,-13.439998,0
227,0.33590424,0.18946463,1604.1674260669918,1629.4804559727143,3085.82763671875,0.08311631944444445,-311.7341,134.5876,24.838428,23.654732,-10.109875,-12.718416,6.764681,6.1091166,-27.027159,-24.206017,-50.03216,-1.2510369,2.5388594,-22.26901,10.761802,4.865871,-7.762512,4.9202847,-5.544182,-20.627525,0
228,0.32989585,0.20302455,1582.901057565268,1594.7818269712047,2923.73046875,0.08131239149305555,-302.856,136.36624,23.976494,24.532785,-9.772739,-16.223764,8.979893,8.126163,-28.434603,-25.99353,-43.83359,-1.9045538,-0.8201425,-15.266505,3.027173,9.415801,-4.101587,-0.81035817,-2.7937326,-19.61444,0
229,0.3923841,0.06634002,1958.785198929388,1861.7967392927283,3736.6440716911766,0.08530560661764706,-384.41602,112.26463,19.330795,36.94882,9.029175,22.87422,18.349571,-0.21784675,-37.11635,-31.256042,-53.777092,14.214404,15.578243,-20.927668,0.19933757,12.395224,-0.4688108,5.3447304,-5.921633,-31.749975,0
230,0.36114496,0.19537093,1491.5477882779928,1190.2570781342397,2388.4396114864867,0.04628114442567568,-314.15964,154.56937,21.071758,32.89791,-17.106573,-16.274479,16.710758,5.44146,-28.181683,-17.810062,-49.009083,2.446954,1.9051899,-19.901104,19.078775,2.7897756,-6.826776,5.4557123,-3.366877,-12.599358,0
231,0.36485183,0.20941441,1473.637325237601,1126.667095808863,2257.494457347973,0.043509818412162164,-306.86865,156.46977,20.856894,32.53936,-16.265097,-21.05076,17.653973,7.9307637,-30.326666,-19.242634,-45.72494,3.4145784,-2.0245502,-13.075027,10.290464,6.110695,-2.5315847,-1.0646334,1.0702784,-12.282168,0
232,0.33639655,0.21284768,1556.6468498402833,1233.144822298183,2499.118221507353,0.049302045036764705,-292.84592,155.2534,24.789268,26.103153,-13.738072,-11.016494,10.362946,4.415575,-21.685587,-21.731592,-53.55562,6.012134,7.8581276,-20.1756,15.551659,3.7341554,-1.9358549,7.198515,-5.237144,-15.557666,0
233,0.33701983,0.22626069,1525.4926326178581,1180.888668951873,2304.052734375,0.04750689338235294,-284.48996,156.0891,21.64478,26.715685,-13.536518,-16.06677,11.914417,5.6652765,-23.225252,-26.40699,-47.9513,4.78217,3.3091655,-11.992031,5.6516137,7.017629,2.2536566,-0.8415118,-1.753343,-16.174513,0
234,0.31930593,0.20446889,1507.5775159597147,1265.6516760907978,2574.755859375,0.048521205357142855,-305.54153,153.78339,12.083325,31.542902,-21.798777,-18.652386,11.832298,2.2959507,-24.141476,-17.78449,-55.44994,-2.9902432,4.410368,-20.904093,11.512911,-0.5063572,-2.3118086,3.117204,-7.330665,-17.51486,0
235,0.32879326,0.21809736,1490.0382403768986,1203.9182137836708,2417.87109375,0.04619140625,-296.9262,155.2846,11.085031,30.193125,-21.512865,-19.88096,12.4462185,3.11952,-27.532753,-18.417782,-51.12282,-2.5722177,1.0401872,-14.690714,5.266933,2.0171852,0.9483055,-2.2242088,-3.4970279,-18.148163,0
236,0.3279716,0.18310907,1533.2388523451139,1150.7117106031899,2264.0625,0.04047154017857143,-315.55292,149.40112,19.671494,24.910475,-15.344706,-17.291695,10.376412,1.5107085,-24.293215,-19.939129,-41.08211,-3.5744014,-0.98847264,-12.379005,-2.361764,0.87311405,-7.2133203,-6.5803246,-5.367655,-18.430412,0
237,0.32948828,0.17125788,1559.176623961352,1209.303674009071,2559.375,0.043666294642857144,-320.03784,146.44682,17.23309,25.46423,-14.739075,-11.369873,10.058892,-1.5839448,-24.871666,-17.966549,-45.534203,-4.2108307,1.7536486,-18.355108,4.5133095,-0.87906367,-12.100128,0.7751296,-7.4241004,-19.709421,0
238,0.39994478,0.069032565,2040.246407944389,2085.2712046223005,4029.400634765625,0.103118896484375,-368.6124,104.40219,11.532816,39.434685,10.82938,26.009274,6.889759,-10.389986,-30.87238,-22.46532,-45.089943,12.718201,3.0351977,-22.273954,4.3729763,15.086189,-2.2632287,-0.724072,-2.861928,-28.65774,0
239,0.40861812,0.08308489,1687.8869316370412,1448.0500744702742,3038.7917258522725,0.05706972064393939,-379.07553,147.00047,19.937473,49.527912,-2.8511813,-6.183229,18.247494,3.524508,-29.637476,-14.690775,-54.678288,5.6689515,14.361244,-14.924316,3.3438349,8.641969,4.123131,-1.2440904,-7.956016,-28.024178,0
240,0.3154681,0.19169031,1491.5621231215118,1330.5374621041417,2679.6875,0.054606119791666664,-315.01697,135.98871,16.28847,37.25838,-14.036443,-22.47306,16.161617,-8.071459,-36.437027,-22.956749,-37.330406,-3.5397303,-8.0418825,-19.172806,16.578516,-1.2971123,-7.424857,10.189748,-19.735321,-17.207758,0
241,0.3139702,0.2058815,1493.8715162116441,1322.0515054510133,2630.6396484375,0.05418565538194445,-305.0471,136.30782,12.853514,40.300266,-15.352295,-24.894629,18.271265,-7.9241333,-38.150146,-22.676237,-35.4328,-4.8050904,-8.162769,-19.367683,12.308114,3.5725076,-5.9045734,1.4017882,-13.118063,-16.215414,0
242,0.30758587,0.13734777,1546.6772658807827,1386.168728810796,2566.4388020833335,0.06920030381944445,-367.37753,129.08438,9.297621,25.163767,-3.5446224,-14.128774,16.473524,1.9741467,-17.613688,-20.18356,-33.5829,7.048722,-3.0361357,-12.870247,9.603328,-5.2563567,-5.3618565,10.007773,-9.921822,-13.573068,0
243,0.29989764,0.14376329,1517.9377279033502,1395.299864813346,2540.14892578125,0.07421875,-362.3846,126.60596,4.9390516,26.789616,-0.76375026,-14.940736,17.862398,4.3020806,-18.164904,-21.30566,-29.20046,7.0448904,-3.5200384,-10.842272,5.537599,-0.45147365,-3.033772,5.295078,-3.9295628,-12.416553,0
244,0.39203236,0.13480213,1649.409888625301,1136.0202967217153,2272.94921875,0.038004557291666664,-323.7183,144.85834,18.166298,41.205658,13.543906,-6.6297474,0.21832466,-6.733741,-24.196354,-11.910545,-44.547417,2.6411912,-6.7629323,-11.529118,2.3065467,12.889615,-8.99678,0.44041333,-5.7244525,-27.371485,1
245,0.3704593,0.18448117,1607.9873746169646,1168.4217629928878,2183.256716844512,0.047017911585365856,-291.7035,151.96286,14.88319,25.61789,4.9852233,-5.355043,-7.6150103,-15.9795885,-16.308187,3.284707,-37.666748,-9.357659,-23.681879,-6.4324007,9.549581,-8.5435,-6.825045,-5.0297894,-2.027721,-5.7322125,1
246,0.37926197,0.19843589,1645.3218242834741,1228.5403899913297,2237.580672554348,0.054177989130434784,-294.30276,145.85963,23.583101,26.093922,-1.139128,-4.4932976,-5.454415,-16.013662,-13.793721,1.2730902,-40.643124,-9.138491,-23.060633,-7.7386065,11.530349,-11.226479,-10.222168,0.12717961,-4.2804728,-6.06506,1
247,0.3803872,0.21206765,1665.7636815146132,1211.9641182963076,2195.450492527174,0.050016983695652176,-286.95554,145.3597,27.587662,22.531473,-2.6252348,-2.0377717,-7.7783623,-16.70195,-10.578452,-0.15288477,-37.741722,-9.959999,-23.877401,-3.9704864,5.1955156,-10.578779,-7.300585,-2.29455,-3.772171,-2.6991582,1
248,0.36631876,0.19731116,1658.1874267089013,1193.4079326996136,2212.422082779255,0.04552443484042553,-300.20575,144.45827,25.869347,29.58414,6.700901,-5.8990264,-1.8770101,-12.191471,-18.044485,6.6585016,-36.272606,-9.842931,-18.39332,-6.754749,10.834491,-9.097332,-9.269465,0.5933852,-3.9580107,-3.423172,1
249,0.3669919,0.21044159,1714.1535001898576,1217.3823510943391,2182.1839677526596,0.04675033244680851,-292.15683,141.10962,28.413275,27.211971,5.5192447,-3.338197,-5.212954,-14.459835,-16.985834,6.137292,-35.449757,-10.215912,-19.79009,-4.4586186,5.799835,-8.623022,-7.122912,-1.3611373,-5.7680483,-3.0934808,1
250,0.3389383,0.21887736,1766.7498912060921,1262.8869151006056,2529.1259765625,0.04162016369047619,-273.56207,143.7717,18.671677,26.475792,6.711749,-5.586477,-3.3084874,-7.342102,-20.596909,12.021068,-36.54841,-7.1467524,-16.096699,-8.821908,13.225972,-7.616846,-7.630611,3.5746496,-3.8986683,-0.7676803,1
251,0.3497677,0.23090284,1812.0873493171648,1283.7745477748485,2602.44140625,0.041469029017857144,-265.03696,141.49644,20.968874,23.489815,6.7549953,-4.063741,-4.9993134,-7.1190825,-19.501095,11.913208,-35.076473,-6.7874937,-16.168589,-5.629328,8.010898,-7.297311,-4.5361476,1.3204607,-4.651043,0.9544882,1
252,0.36363605,0.198194,1786.9492754567264,1270.7485130128534,2662.605605014535,0.04534202398255814,-294.84558,146.21513,29.014019,24.78504,5.7092037,-4.920303,-2.3348315,-7.5599523,-23.562782,9.395582,-39.87706,-11.432089,-13.710932,-12.7758465,12.664791,-7.911229,-11.330329,2.7401597,-2.3340366,-2.8143783,1
253,0.35851288,0.21481684,1762.0376940521983,1224.6973875254098,2493.75,0.04318963913690476,-284.48566,145.93031,32.879196,23.182753,1.8449409,-2.6737304,-5.918024,-9.929499,-20.556192,8.421839,-39.49195,-12.473392,-16.673512,-10.962862,9.2113085,-8.3071575,-9.139842,1.3699713,-3.735851,-1.6974654,1
254,0.33344057,0.1945349,1889.483009121895,1470.428646297104,2913.9932321947676,0.05535746729651163,-286.65695,141.27899,19.444328,21.649824,7.8551297,-5.881963,-3.2081947,-6.6539454,-24.366558,8.228759,-40.52551,-10.115046,-19.90372,-2.8906012,12.117271,-9.913341,-8.883701,1.5476627,-6.6279984,-0.0055214195,1
255,0.3936576,0.107240126,1643.808220376186,1180.145314623077,2261.5384615384614,0.039963942307692304,-352.66986,136.79196,27.55445,48.751244,13.318506,-8.254175,-5.261345,-10.466723,-19.29284,-2.328237,-39.672993,-0.4403325,-9.765183,-7.1128244,4.9984665,8.423608,-6.793141,0.7987877,-4.345637,-24.062016,1
256,0.34036124,0.20635399,1907.5266516013535,1465.152944851284,2836.373546511628,0.057185683139534885,-280.0621,137.9991,22.851755,20.652678,6.9643173,-6.3128805,-6.008153,-8.565615,-21.657822,8.638315,-38.485706,-12.812485,-19.87857,-0.5265797,7.1269884,-8.531072,-7.9301786,-0.3092017,-6.099439,1.0241058,1
257,0.34392875,0.19506349,1749.021078326734,1249.0058865494505,2395.6940406976746,0.048703215843023256,-297.7004,145.75978,25.592926,24.566336,1.4976166,-4.9069324,0.47926906,-12.154721,-24.64234,6.257919,-41.622948,-10.741265,-21.1485,-3.5607016,11.496489,-11.614841,-5.4583693,-1.4544154,-6.5190706,-0.63722765,1
258,0.3470015,0.20638044,1815.5447733515466,1275.5256847908379,2423.2365098110463,0.047238372093023256,-289.3768,142.9437,29.239525,21.969162,1.4003965,-3.8703187,-0.6734365,-13.442098,-21.71376,6.813187,-40.74501,-12.41655,-22.164248,0.07000447,7.0441794,-9.688524,-4.274131,-3.3292847,-6.8180223,-0.6276226,1
259,0.35112756,0.19907689,1822.2800956290148,1312.7251578042374,2658.0986555232557,0.05042923328488372,-291.124,141.06967,19.710325,28.448473,6.080112,-10.989454,-5.122357,-11.554716,-23.202065,6.104869,-44.755653,-8.28065,-19.716896,-11.145822,14.856198,-10.227072,-12.190106,4.6889625,-4.192933,-7.726574,1
260,0.34248498,0.21287727,1851.2761847907482,1318.225622806208,2613.029160610465,0.05154206031976744,-283.5626,139.12863,22.51823,26.317923,5.8007197,-10.3343935,-8.734762,-14.957876,-18.535997,6.0247188,-46.247437,-6.6831417,-22.995575,-7.8013783,11.169791,-9.374878,-9.0360565,0.45180476,-3.4229996,-8.70334,1
261,0.35333627,0.18841672,1647.4112462445128,1210.1912798964602,2326.54296875,0.04651692708333333,-301.86664,146.37515,15.701008,28.352602,2.5387387,-8.780976,0.23673019,-14.033671,-22.927246,6.532382,-42.38745,-12.547421,-19.962784,-6.8215623,10.609327,-11.316934,-7.0504246,2.0997708,-5.3289742,-2.9522204,1
262,0.35692918,0.20189118,1695.4058028561226,1210.8052622725181,2304.052734375,0.04608289930555556,-293.16263,144.14113,18.633383,25.568432,1.6792821,-7.894631,-2.0764835,-15.07702,-22.186525,6.5260043,-40.48153,-13.0312605,-22.664627,-3.504401,4.3621163,-10.778668,-3.5425107,1.1346966,-6.8677497,-1.6551414,1
263,0.35686466,0.18532377,1670.4894236489904,1204.1096019458503,2391.653719815341,0.046331232244318184,-301.99728,145.8631,20.87279,28.677448,2.9617326,-6.7367887,-5.0228276,-10.297117,-26.768183,7.3478947,-33.04228,-14.854547,-21.725605,-9.432596,13.060665,-12.745999,-10.215154,1.4501141,-3.2308047,1.4751534,1
264,0.35652438,0.19818798,1709.9233010985095,1210.531739602737,2362.7796519886365,0.04638671875,-291.32675,143.05602,22.683239,27.61964,1.4962547,-5.881969,-7.605374,-8.529354,-26.743483,5.7008376,-31.859333,-15.330186,-21.549263,-5.5286202,6.536179,-11.834283,-5.616644,-0.9261429,-5.1062975,2.477661,1
265,0.34989646,0.2020846,1670.8117795466283,1262.7429049034688,2518.916652513587,0.04722528872282609,-285.39786,145.26286,13.814056,31.488085,2.0375297,-13.042024,-7.1565347,-6.7216544,-25.230509,10.193786,-38.12247,-14.689532,-12.792008,-13.529863,15.914474,-10.618806,-12.508111,1.3337278,-4.7771144,-3.066008,1
266,0.3983984,0.08102858,1596.7943398146933,1131.0688410223686,2057.2086985518295,0.03845512576219512,-387.70016,144.59805,24.520721,52.746357,21.039934,-3.593133,0.28993806,-9.850855,-19.632845,-2.0602415,-45.349792,1.0089889,-8.542962,-10.837538,5.9682565,11.768119,-5.468837,3.7096996,-8.978368,-24.559803,1
267,0.3465192,0.21578762,1708.980784555315,1257.099754000509,2475.850246263587,0.04622749660326087,-278.82278,141.67316,17.416834,29.422266,2.3859303,-12.521726,-10.889076,-8.633995,-25.002935,10.682869,-37.595623,-14.961647,-15.393029,-9.776565,10.146965,-10.42389,-10.409879,-0.22320631,-4.478951,-4.670284,1
268,0.3458375,0.18684015,1704.0212529599355,1217.8788033741291,2202.2594105113635,0.046331232244318184,-306.84137,146.02116,19.247713,24.736542,5.6828747,-12.972906,-5.3865967,-10.351635,-25.807035,8.632074,-45.72167,-14.05358,-19.105043,-8.815402,14.012261,-10.866766,-14.932008,-0.7764485,-2.1080365,-9.775713,1
269,0.34798107,0.19948077,1705.8453713369563,1196.465596657738,2136.6810191761365,0.044966264204545456,-300.26648,146.42522,21.284721,22.802385,5.851501,-12.096844,-7.0177794,-13.169629,-23.206509,9.23524,-46.014442,-11.851514,-20.515146,-6.2967625,10.5258045,-10.945388,-12.659104,-1.763856,0.4728254,-10.844141,1
270,0.3439865,0.18841413,1622.3452067438725,1225.7515213494264,2420.2318768168607,0.049679778343023256,-295.20114,150.46245,15.519235,22.12233,7.567461,-9.023098,-3.2351153,-12.876461,-23.122429,3.0214038,-39.634445,-8.249604,-25.039103,-4.0111537,7.72838,-11.437418,-9.33898,-2.4895806,-3.2503202,1.5127879,1
271,0.3463476,0.20051403,1656.603889324614,1236.4345660196284,2391.687863372093,0.048998455668604654,-287.7428,147.73343,18.478828,21.374847,5.3442574,-8.933676,-5.522266,-14.061782,-22.195591,4.3356843,-37.65529,-10.945854,-26.053461,-1.756328,3.2643769,-12.340836,-5.9379253,-3.0164404,-3.1182525,2.0926692,1
272,0.3790415,0.17237864,1728.7397720195663,1239.2925544120537,2494.98046875,0.04603949652777778,-310.3589,144.51918,16.512684,19.440336,7.3182936,-7.1785564,-1.4215221,-7.561575,-27.802696,8.578047,-41.66702,-11.997867,-21.836647,-10.758253,7.6368837,-8.792452,-6.256309,-0.4982594,-4.1234493,-7.003232,1
273,0.3613929,0.18259539,1770.221637165043,1258.6796762889646,2456.69921875,0.04674479166666667,-304.40543,142.50125,20.16468,18.024275,6.5900574,-7.4611683,-2.8916447,-8.04651,-25.21625,7.6297865,-41.123516,-13.208808,-22.852104,-6.3659554,4.6728168,-10.095982,-3.8594184,-0.7888636,-4.2511725,-4.917104,1
274,0.35180834,0.18128304,1735.14931511085,1327.851240794394,2455.2859284156975,0.05734465843023256,-304.39688,142.79037,16.77929,21.668802,1.3964474,-9.493697,3.5561903,-11.130252,-27.16004,7.245171,-41.044285,-10.353767,-27.602749,-5.5689454,10.423175,-14.669841,-7.3952465,0.3442496,-9.837287,-0.5256062,1
275,0.35353404,0.19328767,1755.7411434782675,1314.6756283832071,2397.1963571947676,0.055459665697674417,-296.9257,141.04652,20.075014,20.759949,-0.6066202,-8.948375,0.75805885,-11.033627,-25.887102,4.807096,-37.091156,-12.627459,-29.939186,0.6451222,5.246197,-14.978004,-4.6706896,-1.8841305,-8.354948,-0.06841053,1
276,0.40655568,0.09007242,1653.084633999322,1122.1845563105571,1998.5817132994187,0.03916469840116279,-375.58032,137.39928,31.815506,49.62228,16.080894,-5.5791144,-4.8561673,-5.2076583,-23.977085,-4.8929124,-39.18191,0.17946054,-5.9901752,-8.2315035,3.9750931,6.255063,-1.3687731,3.3861818,-7.3683343,-22.613655,1
277,0.35835466,0.18428363,1769.2421664583123,1299.1424007029295,2579.477425508721,0.051712390988372096,-304.04913,144.687,22.127232,21.348116,6.552885,-6.5993075,-5.4147515,-10.996175,-27.81865,9.596867,-40.701756,-13.8617,-24.179634,-10.293959,13.233739,-9.463475,-8.467512,-2.2651436,-6.9355354,1.6085757,1
278,0.35841382,0.1955222,1783.0803226848607,1294.3082908600384,2543.4218295784885,0.05078125,-297.4431,143.77672,23.40884,21.314413,6.9517994,-8.08299,-6.888367,-11.982808,-26.80192,11.530142,-38.98203,-15.289876,-26.29735,-6.4839087,10.487723,-10.273702,-7.2959743,-1.5504208,-6.649314,-0.4926488,1
279,0.3481026,0.17275973,1703.618194502998,1274.1675642940554,2499.353878997093,0.05074718386627907,-318.79904,140.52853,28.316406,27.433767,0.70440656,-7.5327225,-4.409508,-8.820896,-31.28332,5.678847,-32.168694,-11.531725,-25.152912,-12.84704,15.980701,-12.652475,-9.770102,-0.72666365,-3.537445,-0.82871515,1
