,chroma_stft_mean,mel,tone,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,result
45,0.3961422,0.5287642,0.028402457866597085,-382.12668,165.14604,2.2632554,43.33394,0.45799732,26.617405,-1.9843442,-2.3206449,-33.7795,-14.95429,-6.890406,-33.30735,1.986824,-2.516436,3.7373333,1.9687864,-1.6411338,-3.4526024,-4.7158947,-9.644407,1
46,0.39617217,0.52876425,0.028400410240962376,-382.10754,165.13162,2.2459872,43.3438,0.46140602,26.623795,-1.976109,-2.312938,-33.766804,-14.966827,-6.914768,-33.302547,1.9749255,-2.4980679,3.7616873,1.9632528,-1.645253,-3.4685504,-4.7101927,-9.637226,1
47,0.4456665,0.81035477,0.01188257301854232,-344.42603,168.2475,-18.4372,45.79647,-7.634762,14.049886,6.772104,7.4339595,-23.931307,-21.250175,-28.801146,-25.568617,12.519432,-13.867294,3.5646174,4.6669397,-8.260652,-9.646514,4.037519,-2.5536022,1
48,0.38467252,0.51435274,0.027049372124840352,-374.59024,183.8811,-7.9563303,45.110428,-3.7516348,14.679537,4.3057117,-15.349165,-23.544107,-2.5640492,-19.343147,-23.219479,0.20474154,-5.504262,10.842297,-9.723834,10.53755,0.23593926,-14.289446,3.6056912,1
49,0.3890069,0.76161194,-0.003486669157537684,-348.27902,168.7641,-12.580608,40.03159,0.89016926,23.484215,0.116080545,-1.5596353,-36.055977,-10.841271,-10.358088,-33.144638,0.42032576,-5.1892624,10.955111,-8.055895,2.849385,-0.31674695,-8.445155,1.9866326,1
50,0.44560573,0.81035537,0.01188340914602841,-344.4066,168.23758,-18.432196,45.791283,-7.6448355,14.061721,6.7675104,7.4392624,-23.934807,-21.237614,-28.811674,-25.570503,12.521054,-13.867811,3.5786963,4.6539607,-8.25988,-9.651383,4.036449,-2.557274,1
51,0.40249145,0.6040912,0.016706532432335327,-385.21997,169.80241,6.544463,45.94669,3.9440992,23.640104,-4.9860153,1.1275467,-31.307236,-5.3882923,-19.74199,-34.070286,9.3581915,-9.835178,5.9757957,-3.998736,1.3485043,-4.0224433,-5.059557,-3.2147014,1
52,0.40963998,0.51662093,0.029291189381246367,-388.85596,185.92813,-4.5132947,38.18533,7.7153416,14.920187,0.3725446,0.84841514,-36.143562,-7.378093,-5.965028,-36.732094,-1.4624501,-6.426207,4.8375583,-1.7587652,-3.6290452,0.74140525,-6.583352,-8.121894,1
53,0.40962565,0.51662123,0.02929000165639002,-388.85345,185.90845,-4.5069857,38.201782,7.7314696,14.925537,0.34775144,0.8512909,-36.13266,-7.368543,-5.9747124,-36.72869,-1.4670533,-6.4264026,4.841421,-1.7676083,-3.6179829,0.72764367,-6.567047,-8.121488,1
54,0.40631926,0.6468259,0.008904285730272063,-375.4433,178.87807,-4.749824,37.110146,8.486387,20.068474,-2.8993366,2.4629207,-37.292328,-13.386288,-6.758735,-34.63553,3.2738154,-3.0371442,2.57758,0.53309375,-3.013055,-3.874561,-4.2633104,-10.500524,1
55,0.4063285,0.6468242,0.00890484448005254,-375.4379,178.85985,-4.7409186,37.120655,8.467329,20.07796,-2.8908353,2.4517443,-37.291355,-13.385073,-6.77505,-34.630276,3.2634878,-3.0315008,2.5880225,0.5258689,-3.002366,-3.8778033,-4.266194,-10.504993,1
56,0.39905652,0.5949946,0.0017991015783963926,-371.76865,177.13754,-8.5189295,40.511276,5.352186,18.605524,4.7923617,-2.8108723,-34.745758,-8.7499,-9.758758,-35.31585,-2.6852243,-0.040631127,8.544036,-8.737158,1.0236754,2.925297,-8.587282,-3.906763,1
57,0.37117752,0.4941928,0.0030325908676443426,-405.66187,181.39075,-0.2981804,34.678032,12.836058,8.566268,4.034214,1.6882602,-31.707756,-14.221535,-4.915713,-25.294693,-12.541809,-2.902823,5.5442734,-12.781122,4.8150797,2.2210257,-6.9379807,-1.831339,1
58,0.3990539,0.5949949,0.0017993273434138523,-371.78046,177.15053,-8.50608,40.494556,5.3419266,18.60981,4.788957,-2.8168488,-34.737926,-8.745316,-9.742634,-35.32474,-2.7062716,-0.01590033,8.547508,-8.759217,1.0293523,2.929206,-8.587905,-3.8960903,1
59,0.40999657,0.5362914,0.013891580753758627,-379.22833,177.78705,-0.9883342,42.560486,3.8487144,10.518594,0.6899275,2.2309854,-36.049057,-4.388188,-6.7297845,-34.746582,1.7200832,-5.017345,5.697815,-4.52198,-3.0872836,1.8636512,-4.8609223,-7.070192,1
60,0.41817853,0.4316824,0.012539722216189087,-394.831,164.0454,-10.164739,44.182568,0.7198445,20.640053,-0.17793648,-3.0009675,-36.776592,-10.865535,-5.549552,-28.825348,-2.169431,-6.3110676,6.8335814,-10.218854,3.5459492,0.42737612,-12.588251,-1.1170264,1
61,0.41001692,0.5362922,0.013891819256828154,-379.22964,177.7847,-0.9918294,42.56544,3.8520904,10.516052,0.69770277,2.2331088,-36.05633,-4.39382,-6.7293134,-34.740738,1.7203369,-5.0214434,5.6982937,-4.511465,-3.0801647,1.8562542,-4.867703,-7.063407,1
62,0.4171372,0.5677492,0.013540833461014961,-369.7981,159.3017,-5.157555,49.296715,-8.556542,20.092672,5.0273414,-5.454896,-27.18217,-9.059147,-12.661342,-30.872862,3.5598764,-5.0416265,6.5428414,-5.379739,5.546895,0.049642004,-14.684366,4.859096,1
63,0.36309978,0.6216985,0.03971848481336999,-370.56314,181.93544,-5.057609,39.457325,2.7893207,16.270689,4.0954843,10.680023,-40.790905,-8.471344,-0.80343264,-40.116726,-0.8151387,-1.110401,6.599514,-7.886284,1.0590831,3.134794,-4.913097,-2.522921,1
64,0.37744185,0.7489129,0.011902303892269022,-356.81094,182.77963,-10.440253,42.594383,-2.0216076,14.485417,-2.3461213,1.7147579,-37.104206,-8.236275,-7.443428,-37.639927,3.5781367,-5.265128,4.077785,-4.8454227,-1.7150818,2.221108,-5.9988556,-7.7466474,1
65,0.37745,0.7489129,0.011903121023455176,-356.792,182.78323,-10.457869,42.588104,-2.0139704,14.484422,-2.3601658,1.7197629,-37.09704,-8.250534,-7.442436,-37.63389,3.576027,-5.2581224,4.0735974,-4.8456693,-1.7166061,2.2176614,-6.001641,-7.759069,1
66,0.38999435,0.64524597,-0.011124280216864917,-421.58035,153.32274,0.59151757,31.388742,-1.1656613,12.789428,-4.67893,4.0339227,-29.269299,-8.360281,-9.024038,-30.9658,2.89572,-5.531059,4.2620797,-1.2021405,2.3118682,0.4700094,-2.2603362,-0.5009591,1
67,0.39006078,0.64524746,-0.011132935118681185,-421.56702,153.34448,0.5743789,31.351776,-1.1646471,12.804153,-4.6828184,4.0086064,-29.258307,-8.330673,-9.031777,-30.965305,2.9185572,-5.5098686,4.250708,-1.2274959,2.3179364,0.46208218,-2.2666159,-0.46344024,1
68,0.4317122,0.44552398,0.03361664671476247,-414.26672,168.27379,18.927055,49.09378,-1.5769658,30.220688,-0.49658915,-13.562298,-17.183279,-10.271626,-18.896524,-26.825983,-2.3429644,-4.865054,0.56566375,-5.4219003,4.2841005,-4.1405926,-6.703264,-6.4065595,1
69,0.43162274,0.44552442,0.03361650277251917,-414.27438,168.277,18.918806,49.104588,-1.5590748,30.194979,-0.49005005,-13.543005,-17.172228,-10.2873,-18.91275,-26.805304,-2.3576412,-4.864002,0.57512945,-5.4170256,4.292737,-4.1349697,-6.7035,-6.4350624,1
70,0.39279243,0.51952666,-0.004070730333937238,-381.45615,167.5258,-15.041113,41.266827,3.7128255,17.859886,2.5644588,-8.059032,-33.775856,-13.238254,-12.215768,-28.073952,-4.1472716,3.6794698,5.2436996,-16.084404,8.877761,-4.670649,-11.592529,3.694167,1
71,0.38676786,0.7142809,0.04194930273387598,-363.07343,193.44733,-3.561975,42.49789,-4.394231,8.697083,8.696362,0.073237345,-31.950064,-6.8693333,-9.957146,-34.966442,0.17060852,-8.47654,5.855217,-4.362116,-1.123702,5.4767203,-9.11506,-2.9856844,1
72,0.37111396,0.49419224,0.0030350123723017104,-405.6619,181.39688,-0.28461725,34.65936,12.820324,8.563644,4.0374584,1.6906273,-31.730515,-14.212858,-4.8960857,-25.289936,-12.556082,-2.9127533,5.536762,-12.78287,4.8215575,2.2148576,-6.930539,-1.8302888,1
73,0.39278343,0.51952636,-0.004074541486430964,-381.46017,167.52892,-15.034496,41.25512,3.7008502,17.870441,2.5690453,-8.0708065,-33.77812,-13.230148,-12.211625,-28.069485,-4.1524096,3.678512,5.250119,-16.105606,8.875676,-4.6692734,-11.602632,3.7085052,1
74,0.36211038,0.80979186,0.017367246846104026,-366.4248,180.91919,-1.6437329,44.85201,-3.173008,17.46444,0.26222646,-2.712795,-29.957808,-8.205834,-10.419068,-34.96293,1.10205,-5.7311597,2.5411737,-3.8934293,4.974736,1.8899132,-5.756663,1.6726006,1
75,0.38893175,0.76161414,-0.0034853626446382812,-348.28067,168.75545,-12.57674,40.036213,0.8864393,23.489109,0.11749926,-1.5659075,-36.063553,-10.846561,-10.359616,-33.136745,0.42208233,-5.183659,10.958237,-8.061542,2.8460991,-0.31703585,-8.433906,1.9843856,1
76,0.38062054,0.6676941,0.02556222209141408,-357.7884,176.96257,-4.7992654,43.577652,-4.9923964,22.285666,-2.9111736,-5.559202,-30.269691,-3.561026,-11.508531,-32.45851,6.2816687,-9.942193,7.9324474,-5.840623,0.7620492,-1.0138541,-13.9212675,3.1794996,1
77,0.38273293,0.6627405,0.009717184130650869,-377.7857,171.91048,0.20951281,41.233097,-1.5340319,19.784483,2.760762,-1.3681145,-31.793436,-12.919535,-10.056986,-31.321777,-2.2560863,-2.7494357,6.0427527,-11.721249,5.586157,3.0153096,-12.44994,-2.5029106,1
78,0.38281518,0.66273934,0.00971566735058738,-377.788,171.91333,0.21334288,41.224064,-1.531835,19.785297,2.7546175,-1.3481913,-31.798075,-12.9267435,-10.039218,-31.327084,-2.2566545,-2.751827,6.0365973,-11.708779,5.581854,3.0061827,-12.456266,-2.504784,1
79,0.39179295,0.7171144,0.011086735822889012,-369.8783,182.47916,3.518172,36.73164,-2.475298,22.063854,1.9695659,-6.6485786,-30.07483,-11.068704,-15.524529,-23.417715,-4.7026467,-5.244528,12.076127,-14.605133,7.650213,0.52407426,-9.775373,-0.029858835,1
80,0.3918378,0.7171132,0.011085800475628177,-369.8781,182.4864,3.525119,36.72206,-2.4809825,22.06947,1.9757922,-6.645219,-30.070839,-11.061831,-15.530844,-23.42858,-4.696228,-5.2341576,12.064806,-14.608488,7.6627326,0.5205413,-9.785459,-0.036460113,1
81,0.36309075,0.6216975,0.03971994683056815,-370.57452,181.93013,-5.048918,39.469677,2.7853665,16.267893,4.1023784,10.6627655,-40.781483,-8.456373,-0.823223,-40.11639,-0.8017456,-1.0936223,6.5922284,-7.9012947,1.0685276,3.144822,-4.918591,-2.5432596,1
82,0.37288862,0.5376705,0.008202355258445534,-396.72464,165.18866,3.6256366,55.908386,7.328587,17.690914,-2.9582787,-21.512064,-17.877,-12.127052,-24.66827,-10.914612,3.0873966,-10.720014,9.198956,0.8941536,2.4187398,-7.74222,-8.894279,-8.1937685,1
83,0.37287286,0.5376688,0.00820190778824702,-396.71625,165.18658,3.6128757,55.92044,7.332079,17.682411,-2.9597147,-21.515947,-17.884953,-12.130589,-24.654654,-10.912305,3.0914993,-10.722348,9.194874,0.8883674,2.417501,-7.7375827,-8.892344,-8.171398,1
84,0.38563967,0.77271855,-0.003143185342633721,-347.50507,177.97144,-16.254208,40.19254,9.4896345,21.43472,-1.4890534,-5.4358926,-37.780468,-10.157656,-8.987205,-33.278427,1.2595315,-7.9731193,4.76979,-3.506907,0.56279415,1.3163614,-9.14056,-3.290192,1
85,0.38562745,0.77271545,-0.0031422373906227446,-347.52115,177.97633,-16.252554,40.192425,9.49273,21.423882,-1.4851074,-5.4441075,-37.781464,-10.1513815,-8.98959,-33.283955,1.2549906,-7.966253,4.7697644,-3.513029,0.554885,1.3190986,-9.144174,-3.2939599,1
86,0.38678017,0.71428305,0.041950562121651054,-363.082,193.44011,-3.5550685,42.491554,-4.392813,8.70751,8.699621,0.08920149,-31.94589,-6.8810616,-9.977357,-34.968742,0.17762597,-8.473283,5.867633,-4.356238,-1.1341004,5.4809923,-9.121722,-2.9917424,1
87,0.4021751,0.88654906,0.0018583374753386814,-367.78564,175.06485,-5.4353504,46.298424,2.2940686,12.506546,0.4548768,-2.1550188,-28.228691,-14.173485,-9.40576,-34.51786,-3.287409,0.19227327,-5.3671703,1.1424842,0.83717006,-6.4695296,3.1777818,-11.31593,1
88,0.41826603,0.4316832,0.012543923834475688,-394.81464,164.02953,-10.182924,44.198193,0.7079409,20.651272,-0.17024398,-3.0007057,-36.760994,-10.882551,-5.550267,-28.826176,-2.1789532,-6.32937,6.853475,-10.221555,3.5192478,0.4665582,-12.593558,-1.1221086,1
89,0.38054457,0.6676941,0.025562401748830954,-357.76627,176.9623,-4.815919,43.577717,-4.9891663,22.293554,-2.9276052,-5.570989,-30.253286,-3.552774,-11.509745,-32.460552,6.282522,-9.95788,7.9324756,-5.8365445,0.7559457,-1.0091021,-13.929068,3.1902938,1
90,0.40214685,0.8865467,0.0018585671140845278,-367.7772,175.06195,-5.434994,46.30458,2.2909536,12.491148,0.4500196,-2.1496468,-28.239374,-14.172096,-9.405788,-34.50521,-3.2822275,0.19677491,-5.35156,1.1251998,0.82852554,-6.4836864,3.1720033,-11.301942,1
91,0.4695847,0.4178937,0.002747637682478301,-465.3694,132.05785,17.186022,34.045677,3.1737025,16.843317,10.136765,-6.1486096,-22.999952,-5.0711837,-8.2380295,-19.219774,-1.5217439,-2.8032718,4.390149,-4.6478567,2.0190861,1.3422413,-4.3131404,0.7519294,1
92,0.41717362,0.56774795,0.013541903202570394,-369.79004,159.31198,-5.1690817,49.296825,-8.55033,20.082884,5.0174413,-5.4631453,-27.163898,-9.048382,-12.66243,-30.8778,3.5627935,-5.0333815,6.526463,-5.3901234,5.55611,0.057241794,-14.687172,4.862537,1
