feature 0,feature 2,feature 6,feature 7,feature 9
-27.176700592041016,-591.251708984375,0.02784302458167076,0.0020872338209301233,0.09083349257707596
-31.745685577392578,-596.3095703125,0.033647798001766205,0.0043320306576788425,0.10559078305959702
-27.673738479614258,-595.6021728515625,0.02338540181517601,0.0012504146434366703,0.09619639068841934
-27.11334228515625,-546.3743896484375,0.051932305097579956,0.020890582352876663,0.09432477504014969
-27.328914642333984,-586.0681762695312,0.023735323920845985,0.0010371654061600566,0.08645424246788025
-27.804595947265625,-598.1860961914062,0.01910313032567501,0.0007751561352051795,0.10038517415523529
-28.286052703857422,-586.7493896484375,0.025697723031044006,0.0016063251532614231,0.0941387265920639
-29.382970809936523,-593.4935913085938,0.024736544117331505,0.002159515395760536,0.11382526159286499
-31.03836441040039,-607.4619750976562,0.015109234489500523,0.0006331525510177016,0.12265915423631668
-27.09151840209961,-571.8643798828125,0.04256946220993996,0.003814132185652852,0.10425081849098206
-28.86638832092285,-589.5492553710938,0.037291210144758224,0.0028569886926561594,0.10251104831695557
-26.669767379760742,-572.107177734375,0.041695043444633484,0.003913035150617361,0.09622125327587128
-27.30067253112793,-568.5671997070312,0.041658803820610046,0.0037943811621516943,0.07227802276611328
-27.46542739868164,-560.431640625,0.05060112476348877,0.007402047514915466,0.09636959433555603
-26.16231918334961,-552.3541259765625,0.04517269507050514,0.004767408594489098,0.094612717628479
-26.11224365234375,-551.7735595703125,0.049321629106998444,0.005004002247005701,0.1280059963464737
-28.91548728942871,-573.37939453125,0.03859519213438034,0.004292752128094435,0.09048612415790558
-25.960445404052734,-554.102783203125,0.04530555382370949,0.004795025568455458,0.08218850940465927
-28.273006439208984,-601.7247924804688,0.024584565311670303,0.001280042459256947,0.10002673417329788
-30.527729034423828,-581.7960815429688,0.03437105938792229,0.0031317921821027994,0.07520996034145355
-31.115427017211914,-604.27978515625,0.0224108025431633,0.001057081506587565,0.10264274477958679
-30.64269256591797,-608.8218994140625,0.023151272907853127,0.0010170221794396639,0.10296563804149628
-35.36613845825195,-641.3455200195312,0.013764472678303719,0.000390662724385038,0.08657635748386383
-33.40427780151367,-624.9786987304688,0.012271310202777386,0.00033433508360758424,0.11662300676107407
-30.15056800842285,-606.0352783203125,0.01982596144080162,0.0006800541887059808,0.13128800690174103
-30.713754653930664,-602.8606567382812,0.024573925882577896,0.0013304734602570534,0.11028149724006653
