feature 1,feature 2,feature 3,feature 6,feature 7
225.94017028808594,-614.372314453125,5586.416015625,0.02142903208732605,0.0011893570190295577
222.9346466064453,-604.7821655273438,6284.43505859375,0.025368722155690193,0.0018269091378897429
199.29495239257812,-614.9005126953125,4721.2744140625,0.02274404466152191,0.0016540826763957739
324.11126708984375,-583.1446533203125,11576.4072265625,0.03086012601852417,0.0023544272407889366
315.76171875,-591.1693725585938,10974.912109375,0.029959773644804955,0.003250876674428582
267.28277587890625,-594.6235961914062,9858.4111328125,0.027224795892834663,0.0024315672926604748
309.09588623046875,-582.722900390625,11047.29296875,0.030379783362150192,0.00285234022885561
348.0884704589844,-574.9407958984375,9624.439453125,0.0340232327580452,0.003822623286396265
352.6775207519531,-609.7730102539062,12652.3056640625,0.023739909753203392,0.001427118550054729
312.03399658203125,-593.7664794921875,7668.92041015625,0.02895543724298477,0.0019100165227428079
323.95672607421875,-607.1289672851562,10448.4765625,0.024385614320635796,0.0013921471545472741
375.8077392578125,-602.6198120117188,11822.00390625,0.029662037268280983,0.0023373709991574287
428.45037841796875,-604.23095703125,14502.095703125,0.042389173060655594,0.005075977183878422
383.455810546875,-574.0440063476562,13395.3076171875,0.0395469032227993,0.002512448001652956
327.9530944824219,-579.2766723632812,10573.873046875,0.030516818165779114,0.0016504349187016487
350.04718017578125,-577.8073120117188,12007.7080078125,0.03553229197859764,0.0023092639166861773
384.2487487792969,-580.4942626953125,13763.154296875,0.03797009587287903,0.002473364118486643
248.01950073242188,-607.6441040039062,6570.48095703125,0.02371048368513584,0.0010391444666311145
295.8684997558594,-609.494140625,6666.068359375,0.024982502683997154,0.001214727177284658
286.7935485839844,-616.4104614257812,9001.9404296875,0.02726290002465248,0.0015687348786741495
404.35009765625,-596.83544921875,13850.974609375,0.0436306893825531,0.005920311901718378
314.8999328613281,-599.2853393554688,9289.529296875,0.03197936713695526,0.0030829894822090864
392.2464599609375,-593.3820190429688,11467.4716796875,0.03831310197710991,0.004353208467364311
373.4195556640625,-594.7484130859375,12434.8642578125,0.036188673228025436,0.003950951155275106
373.202392578125,-599.5344848632812,14154.8173828125,0.03787848353385925,0.004125907085835934
378.0657958984375,-576.5134887695312,14672.0576171875,0.051374681293964386,0.007496272679418325
367.9316101074219,-559.2974243164062,10058.873046875,0.0378490686416626,0.0033176650758832693
281.9930419921875,-595.7364501953125,8142.56005859375,0.02544577606022358,0.0015302370302379131
279.3584899902344,-595.5386962890625,12059.8271484375,0.025206897407770157,0.0015989652602002025
341.640869140625,-557.8780517578125,16799.513671875,0.044747933745384216,0.00624474510550499
356.9248046875,-565.9041137695312,16200.060546875,0.04660754278302193,0.004915060941129923
294.5142517089844,-576.8230590820312,14333.1162109375,0.037194326519966125,0.003620049450546503
226.13558959960938,-607.3388061523438,8571.8623046875,0.023368950933218002,0.0013870830880478024
234.4793243408203,-601.1783447265625,7198.6875,0.026181170716881752,0.001415939535945654
249.1348419189453,-581.9871215820312,10092.810546875,0.032975222915410995,0.002686933148652315
230.80491638183594,-580.65185546875,7988.49560546875,0.033168382942676544,0.0022357210982590914
211.28814697265625,-600.60986328125,7069.02490234375,0.024072779342532158,0.001498921774327755
384.6802062988281,-568.3367919921875,13784.2421875,0.04765135422348976,0.005681759212166071
382.27069091796875,-592.7696533203125,14041.90625,0.03974823281168938,0.004213131032884121
