feature 0,feature 1,feature 4,feature 5,feature 6
-14.460495948791504,260.1951599121094,0.01531934179365635,0.0005046569276601076,2022.772114185714
-18.253999710083008,352.8017883300781,0.01784212701022625,0.0007545014377683401,1993.755345640904
-15.296219825744629,281.4375,0.014829128980636597,0.00039069761987775564,1841.4335494596928
-14.086230278015137,360.8482666015625,0.02378053031861782,0.001584831508807838,1802.323679575169
-15.670943260192871,299.866943359375,0.014060920104384422,0.0003393292718101293,2029.046812664431
-15.344590187072754,241.8354949951172,0.011924606747925282,0.00027195768780075014,1882.9676638889584
-16.388076782226562,303.7772216796875,0.013535798527300358,0.0003760775725822896,2101.8973141929296
-17.092365264892578,305.1726379394531,0.013408850878477097,0.00038084955303929746,2158.6144308859725
-18.87733268737793,239.82925415039062,0.008939031511545181,0.00018556503346189857,2021.641992040671
-13.878894805908203,334.3180236816406,0.020666660740971565,0.0007038989569991827,1809.9583756447616
-16.166772842407227,374.0250244140625,0.018092019483447075,0.0005309239495545626,2024.3175279238922
-13.542774200439453,361.868408203125,0.02136387676000595,0.0007888231775723398,1800.302555025452
-14.699250221252441,380.44610595703125,0.020912127569317818,0.0008055010694079101,1911.0175723703396
-14.875341415405273,408.9037170410156,0.025500018149614334,0.001280074706301093,1819.4885292573636
-13.799701690673828,364.7213439941406,0.02333730459213257,0.0011539789848029613,1834.3739269673313
-12.130722999572754,314.9447021484375,0.023431163281202316,0.0008267287048511207,1675.6385619790547
-16.47850799560547,418.9208984375,0.020007967948913574,0.0008588326745666564,2112.3164476587554
-13.185235023498535,337.2383117675781,0.0225384421646595,0.0008443089318461716,1724.5361462831997
-15.440896034240723,199.83538818359375,0.010967749170958996,0.00016775073891039938,1741.67212226317
-16.133651733398438,260.5047912597656,0.014957609586417675,0.0004349811060819775,1702.9995532158352
-17.02747917175293,200.765869140625,0.01013976987451315,0.0001642092684051022,1889.0382778550268
-16.82799530029297,244.08250427246094,0.010771438479423523,0.00017498916713520885,1929.918915284486
-21.30777931213379,177.1599578857422,0.006457796320319176,6.645416578976437e-05,1979.5041230936165
-19.762907028198242,148.06016540527344,0.005262898281216621,5.470663381856866e-05,1885.0129889725113
-16.234888076782227,190.5302734375,0.009062589146196842,0.00011517723760334775,1836.485991292179
-17.07853126525879,247.39608764648438,0.010945950634777546,0.00018777349032461643,1979.2944828656161
-15.225882530212402,270.0340881347656,0.015257534570991993,0.00033146317582577467,1894.2582043428172
-16.49498176574707,350.2718200683594,0.020149588584899902,0.0006930046365596354,1926.9415456735303
-18.279693603515625,250.56199645996094,0.012060100212693214,0.0002261971530970186,1947.2878433144235
-17.896324157714844,413.2295227050781,0.017004206776618958,0.0005245311185717583,1946.6283499918106
-13.668112754821777,378.7065734863281,0.0242642629891634,0.0012822835706174374,1633.8896166015627
-16.087413787841797,426.0079040527344,0.021289117634296417,0.0008913319907151163,1808.873442393641
-13.81332778930664,396.4477233886719,0.027996985241770744,0.001450807205401361,1714.3015944095532
-15.430065155029297,367.9879150390625,0.020370783284306526,0.0008562628063373268,1824.2962916845393
-15.706844329833984,378.5687255859375,0.020641328766942024,0.0008725792285986245,1860.168947013899
-15.800405502319336,410.5700988769531,0.022819863632321358,0.0010783923789858818,1863.799546862937
-17.251171112060547,408.8093566894531,0.019561922177672386,0.0008545320015400648,1954.9421257055362
-15.991559028625488,372.2709655761719,0.01870114356279373,0.0006627683760598302,1923.70417248049
-19.073577880859375,418.76611328125,0.017803257331252098,0.0006471709348261356,2060.3619951560836
-17.373449325561523,397.8411865234375,0.019313571974635124,0.0007800417370162904,1967.4339841309093
-17.11430549621582,368.9776611328125,0.01743416301906109,0.0006096825818531215,1957.9037125516115
-18.13373374938965,383.1122741699219,0.016203178092837334,0.0005570138455368578,1977.4340667363094
-20.409894943237305,93.45097351074219,0.004946243949234486,1.620411239855457e-05,2520.4375780843043
-28.263072967529297,104.84160614013672,0.0015799854882061481,3.2864270451682387e-06,2445.9277689799155
-29.78911590576172,49.34650802612305,0.0011978779220953584,2.356876166231814e-06,2585.7214040279414
-28.709318161010742,58.66141128540039,0.0012590077240020037,1.996153287109337e-06,2502.1005510409605
-28.550933837890625,49.5678596496582,0.0012832270003855228,1.6996607428154675e-06,2560.8631958091546
-30.134727478027344,27.60980224609375,0.0011395971523597836,1.9674846498674015e-06,2577.8143075603434
-31.606788635253906,55.86502456665039,0.001100862747989595,1.9692145087901736e-06,2650.481301078562
-28.475177764892578,76.8856430053711,0.0016176861245185137,5.4046786317485385e-06,2549.461281705322
-16.328641891479492,309.2999572753906,0.017707914113998413,0.0006635416648350656,2039.2723476782996
-15.693081855773926,306.48095703125,0.015514666214585304,0.0005470936303026974,2151.690403703078
-13.057907104492188,272.4115905761719,0.015664169564843178,0.0004575383209157735,1805.7349866179786
-15.536709785461426,269.3370056152344,0.013849169947206974,0.00039158028084784746,2009.4814587569026
-15.490768432617188,359.2684326171875,0.02295440249145031,0.0012616311432793736,1907.7942505339636
-17.9914608001709,311.6681823730469,0.01628038100898266,0.000632063252851367,2028.001226690281
-19.200109481811523,268.1742858886719,0.012220043689012527,0.0003594079753383994,2067.166720974247
-18.75108528137207,210.83909606933594,0.00989244133234024,0.00019893936405424029,2037.6148284746969
-16.735145568847656,206.94522094726562,0.011301604099571705,0.000278536113910377,1904.174304170917
-17.98467254638672,184.87571716308594,0.010408692993223667,0.0002608828363008797,1855.071789291953
-14.597332000732422,324.67987060546875,0.017060935497283936,0.0006183558725751936,1889.3646935301624
-18.123056411743164,345.4593505859375,0.01531997974961996,0.000611844181548804,2085.2542697284766
-15.705036163330078,274.4437255859375,0.013804986141622066,0.00046371642383746803,1825.166019208387
-16.40540313720703,317.2212219238281,0.015518074855208397,0.0005911010666750371,1981.4051976552364
-17.674152374267578,363.4992370605469,0.017618684098124504,0.0008845989941619337,1927.6970515897467
-17.11832618713379,318.2364501953125,0.012694474309682846,0.00035019777715206146,2042.575544717303
-14.703253746032715,295.51312255859375,0.014674410223960876,0.00042285106610506773,1726.1300734048452
-15.904217720031738,308.911376953125,0.013812043704092503,0.0004138062067795545,2009.9979429656246
-16.276466369628906,364.80377197265625,0.015790127217769623,0.0005137594998814166,1938.4826085408736
-16.873764038085938,418.4996337890625,0.019614165648818016,0.0008578987326472998,1977.4967938809912
