feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11
-13.535289764404297,223.62445068359375,-441.2850341796875,14687.5146484375,2022.772114185714,1146487.5361430298,0.043755922466516495,0.003341831499710679,0.5244179368019104,0.08418547362089157,-0.014062977186975792,0.0018999276909050118
-18.575626373291016,340.8396301269531,-447.5897216796875,16826.134765625,1993.755345640904,581893.2068486937,0.06545194238424301,0.010407361201941967,0.3464602530002594,0.05118495225906372,0.004940156224773219,0.0018374738347154151
-14.357706069946289,254.10946655273438,-443.7810363769531,13295.67578125,1841.4335494596928,484081.2915503122,0.03647530823945999,0.0022784883622080088,0.42190417647361755,0.08774320036172867,0.003447350746056224,0.0035067484420218484
-13.499399185180664,346.6888732910156,-434.5111389160156,17937.1171875,1802.323679575169,651480.4515621458,0.1103954091668129,0.06194676086306572,0.3561397194862366,0.05897923558950424,0.002376607999482674,0.0020527138666665955
-14.551061630249023,280.3002624511719,-431.7160339355469,14096.1806640625,2029.046812664431,697243.1435822573,0.03628337010741234,0.0016561736119911075,0.5453096628189087,0.1163712739944458,0.021529197500144096,0.004496986333221686
-14.62771987915039,216.05889892578125,-448.9517517089844,9264.6953125,1882.9676638889584,580674.7104481553,0.0269774217158556,0.0011935236398130655,0.3975622355937958,0.0796840563416481,0.05529963380779041,0.008727079761371255
-15.425725936889648,280.1412658691406,-437.4403381347656,15930.0791015625,2101.8973141929296,610215.6552736516,0.03984114155173302,0.0029425970278680325,0.3717959225177765,0.1169988214969635,0.040941697352250166,0.005125811776810848
-16.2265625,265.80181884765625,-441.1994934082031,17880.326171875,2158.6144308859725,669993.9033389329,0.04627193138003349,0.005609013140201569,0.4766991436481476,0.12377753853797913,0.009273664928953426,0.004477009859760328
-18.250343322753906,225.5436553955078,-459.8979187011719,7224.9609375,2021.641992040671,554364.8458724959,0.02445041388273239,0.001266823266632855,0.42224767804145813,0.13357116281986237,0.017230623015089628,0.0037344832646876124
-13.941329956054688,289.1156921386719,-425.6996765136719,17480.4765625,1809.9583756447616,558061.0930585448,0.06282354146242142,0.005703669507056475,0.4124116599559784,0.08811184763908386,-0.016449085416271422,0.002285826479673959
-16.051870346069336,335.7677001953125,-440.12908935546875,14627.88671875,2024.3175279238922,1036631.7820634012,0.05468149483203888,0.004333870951086283,0.46025383472442627,0.06622102111577988,0.003171041447426047,0.006710168612689148
-13.075034141540527,309.9191589355469,-428.10223388671875,17124.828125,1800.302555025452,606636.6570628658,0.062104593962430954,0.006507809739559889,0.42034152150154114,0.0821642056107521,0.03598271339469954,0.003071626613031072
-13.991348266601562,332.06719970703125,-416.7345886230469,16527.470703125,1911.0175723703396,716246.4898534651,0.05800269544124603,0.005548483692109585,0.37184256315231323,0.030867110937833786,0.007104833027156809,0.0032419936594876016
-14.193902015686035,348.1864013671875,-409.6357727050781,16195.37890625,1819.4885292573636,645618.7366747253,0.08235527575016022,0.013243118301033974,0.3729402422904968,0.08270805329084396,0.021644366259989584,0.011023914222565072
-12.765649795532227,305.1693115234375,-404.4399719238281,16540.701171875,1834.3739269673313,525440.7362652835,0.061577633023262024,0.007071572355926037,0.5778554081916809,0.10139599442481995,0.007860460340208321,0.004448664345268378
-12.197354316711426,257.9834289550781,-404.3102722167969,18962.970703125,1675.6385619790547,419761.4661233851,0.07469240576028824,0.007842321880161762,0.501451849937439,0.09623434394598007,0.016808359108381157,0.004991043267436093
-15.524239540100098,357.0979919433594,-438.5751037597656,19216.16796875,2112.3164476587554,888970.8686124787,0.05819337069988251,0.007413184270262718,0.435470312833786,0.06996449828147888,-0.008174163717612454,0.00364217373771726
-12.297501564025879,275.7326354980469,-406.9590148925781,15923.568359375,1724.5361462831997,455517.90142465045,0.07013043761253357,0.008106046356260777,0.45220425724983215,0.07309648394584656,0.0033296130541516007,0.004390899447019997
-15.26735782623291,139.34193420410156,-451.3655090332031,8322.189453125,1741.67212226317,504414.9516987529,0.03806266561150551,0.0022997430060058832,0.41971340775489807,0.08383142203092575,0.03826826585319459,0.005893514759326139
-17.652366638183594,241.06845092773438,-439.7373046875,10721.29296875,1702.9995532158352,337483.5831749184,0.053107477724552155,0.005564507562667131,0.37571364641189575,0.08787224441766739,0.007478789377048688,0.00478598341146527
-17.977046966552734,152.8112335205078,-454.1119079589844,8490.7529296875,1889.0382778550268,537075.6093071478,0.03354350104928017,0.001570285763591528,0.4996223449707031,0.1315874457359314,0.003725247627498134,0.005090035770285388
-17.433595657348633,182.2729034423828,-456.7619934082031,9973.166015625,1929.918915284486,745653.8112530251,0.034429196268320084,0.001569656771607697,0.376174658536911,0.07394374161958694,0.01774136615016452,0.005433144808677823
-21.945985794067383,119.2039794921875,-492.3271179199219,6036.10205078125,1979.5041230936165,664943.2692820213,0.020854372531175613,0.0006243123789317906,0.4138956367969513,0.08670502156019211,-0.01145461293617106,0.0054488616293559815
-20.34884262084961,89.00159454345703,-478.3767395019531,4908.44189453125,1885.0129889725113,445291.7575764729,0.01881437748670578,0.000588487833738327,0.3633102774620056,0.12598329782485962,-0.0022182885119694574,0.011559708733396415
-16.89752769470215,133.53001403808594,-455.1800537109375,8314.2119140625,1836.485991292179,486852.6355178627,0.02764269895851612,0.0009828911861404777,0.6360137462615967,0.11310312151908875,-0.00216672412885392,0.009262135717891603
-17.323673248291016,189.255126953125,-453.9653015136719,9246.52734375,1979.2944828656161,638823.0120577968,0.04029413312673569,0.002637020079419017,0.4462969899177551,0.11135601252317429,0.03563772116812794,0.006641584781518475
-14.867364883422852,211.71559143066406,-436.7953796386719,12475.9365234375,1894.2582043428172,646215.712455497,0.05202801525592804,0.0036080002319067717,0.32291117310523987,0.06968184560537338,-0.029626729745060504,0.008099917404947091
-16.8877010345459,291.46856689453125,-431.3249816894531,18627.486328125,1926.9415456735303,639580.7332280782,0.06668135523796082,0.007151422090828419,0.4345073699951172,0.10622528195381165,0.035951901998677704,0.004312478530163045
-19.438627243041992,148.77891540527344,-464.0526428222656,9368.01953125,1947.2878433144235,664601.2834098198,0.042051538825035095,0.0027776274364441633,0.5555698871612549,0.09986526519060135,0.0029043909901018284,0.004090669365256944
-18.71991539001465,324.0092468261719,-441.0584716796875,18882.546875,1946.6283499918106,572390.0750004449,0.06273771822452545,0.006528903264552355,0.4423489570617676,0.0733083188533783,-0.02948508129087884,0.003281228647326611
-15.977542877197266,350.26177978515625,-408.5965576171875,16903.0546875,1633.8896166015627,349312.7345377872,0.08575347810983658,0.01721687614917755,0.17779098451137543,0.03020660951733589,0.0048027144856872764,0.006704266851552799
-17.372087478637695,367.1288146972656,-421.09814453125,16116.400390625,1808.873442393641,564112.0713739718,0.07489711791276932,0.010501897893846035,0.4107104241847992,0.11950992792844772,-0.027700500569798482,0.003011099064654254
-15.387584686279297,355.3843078613281,-394.4777526855469,15913.4306640625,1714.3015944095532,488672.43428858515,0.10166209191083908,0.01774691231548786,0.43838804960250854,0.12956435978412628,-0.0024914675948536154,0.0016889203961890384
-18.25233268737793,343.0690612792969,-418.6032409667969,14960.7470703125,1824.2962916845393,530916.8528312444,0.07409120351076126,0.011456886306405067,0.30886325240135193,0.0926738902926445,0.018031723921604636,0.004590204292332082
-17.584585189819336,337.6788330078125,-428.3692626953125,16628.955078125,1860.168947013899,526036.450318046,0.07587497681379318,0.01105173584073782,0.4043775796890259,0.09999382495880127,0.0275938762574999,0.0030928680384597717
-17.482261657714844,355.5254211425781,-413.8855285644531,15472.875,1863.799546862937,457786.1312651819,0.08434102684259415,0.015270937234163284,0.5315089821815491,0.10143149644136429,-0.023089925213725923,0.0021968542937602065
